concept id	representation id	en	kanji	kana
FMA23468	BP10130	left ulna	left ulna	left ulna
FMA23725	BP9408	right trapezoid	right trapezoid	right trapezoid
FMA23876	BP9342	skeleton (in vivo)	skeleton (in vivo)	skeleton (in vivo)
FMA23881	BP9343	skeletal system	skeletal system	skeletal system
FMA23938	BP10126	middle phalanx of left index finger	middle phalanx of left index finger	middle phalanx of left index finger
FMA23940	BP9779	middle phalanx of left middle finger	middle phalanx of left middle finger	middle phalanx of left middle finger
FMA23942	BP9872	middle phalanx of left ring finger	middle phalanx of left ring finger	middle phalanx of left ring finger
FMA23944	BP9865	middle phalanx of left little finger	middle phalanx of left little finger	middle phalanx of left little finger
FMA23951	BP10158	distal phalanx of left thumb	distal phalanx of left thumb	distal phalanx of left thumb
FMA23953	BP9700	distal phalanx of left index finger	distal phalanx of left index finger	distal phalanx of left index finger
FMA23955	BP10012	distal phalanx of left middle finger	distal phalanx of left middle finger	distal phalanx of left middle finger
FMA23957	BP10127	distal phalanx of left ring finger	distal phalanx of left ring finger	distal phalanx of left ring finger
FMA23959	BP9977	distal phalanx of left little finger	distal phalanx of left little finger	distal phalanx of left little finger
FMA24138	BP9370	cervical vertebral column	cervical vertebral column	cervical vertebral column
FMA24163	BP10147	skeleton of right pectoral girdle	skeleton of right pectoral girdle	skeleton of right pectoral girdle
FMA24164	BP10008	skeleton of left pectoral girdle	skeleton of left pectoral girdle	skeleton of left pectoral girdle
FMA24189	BP9371	back of neck	後頚部;項部;ウナジ	こうけいぶ;こうぶ;うなじ
FMA24217	BP9346	back of thorax	back of thorax	back of thorax
FMA24228	BP10179	posterior part of pelvis	仙骨部	せんこつぶ
FMA24435	BP9926	right scaphoid	right scaphoid	right scaphoid
FMA24436	BP9627	left scaphoid	left scaphoid	left scaphoid
FMA24437	BP10233	right lunate	right lunate	right lunate
FMA24438	BP9800	left lunate	left lunate	left lunate
FMA24439	BP9704	right triquetral	right triquetral	right triquetral
FMA24440	BP9859	left triquetral	left triquetral	left triquetral
FMA24441	BP9957	right pisiform	right pisiform	right pisiform
FMA24442	BP10072	left pisiform	left pisiform	left pisiform
FMA24443	BP9841	right trapezium	right trapezium	right trapezium
FMA24444	BP10102	left trapezium	left trapezium	left trapezium
FMA24445	BP10228	left trapezoid	left trapezoid	left trapezoid
FMA24446	BP9824	right capitate	right capitate	right capitate
FMA24447	BP9504	left capitate	left capitate	left capitate
FMA24448	BP10220	right hamate	right hamate	right hamate
FMA24449	BP10034	left hamate	left hamate	left hamate
FMA24450	BP9557	proximal phalanx of right thumb	proximal phalanx of right thumb	proximal phalanx of right thumb
FMA24451	BP10051	proximal phalanx of right index finger	proximal phalanx of right index finger	proximal phalanx of right index finger
FMA24452	BP10103	proximal phalanx of right middle finger	proximal phalanx of right middle finger	proximal phalanx of right middle finger
FMA24453	BP9711	proximal phalanx of right ring finger	proximal phalanx of right ring finger	proximal phalanx of right ring finger
FMA24454	BP9612	proximal phalanx of right little finger	proximal phalanx of right little finger	proximal phalanx of right little finger
FMA24455	BP9821	middle phalanx of right index finger	middle phalanx of right index finger	middle phalanx of right index finger
FMA24456	BP10170	middle phalanx of right middle finger	middle phalanx of right middle finger	middle phalanx of right middle finger
FMA24457	BP9777	middle phalanx of right ring finger	middle phalanx of right ring finger	middle phalanx of right ring finger
FMA24458	BP9799	middle phalanx of right little finger	middle phalanx of right little finger	middle phalanx of right little finger
FMA24459	BP9772	distal phalanx of right thumb	distal phalanx of right thumb	distal phalanx of right thumb
FMA24460	BP10064	distal phalanx of right index finger	distal phalanx of right index finger	distal phalanx of right index finger
FMA24461	BP9795	distal phalanx of right middle finger	distal phalanx of right middle finger	distal phalanx of right middle finger
FMA24462	BP9506	distal phalanx of right ring finger	distal phalanx of right ring finger	distal phalanx of right ring finger
FMA24463	BP9881	distal phalanx of right little finger	distal phalanx of right little finger	distal phalanx of right little finger
FMA24464	BP9833	right first metacarpal bone	right first metacarpal bone	right first metacarpal bone
FMA24465	BP10035	left first metacarpal bone	left first metacarpal bone	left first metacarpal bone
FMA24466	BP9671	right second metacarpal bone	right second metacarpal bone	right second metacarpal bone
FMA24467	BP10048	left second metacarpal bone	left second metacarpal bone	left second metacarpal bone
FMA24468	BP9877	right third metacarpal bone	right third metacarpal bone	right third metacarpal bone
FMA24469	BP10021	left third metacarpal bone	left third metacarpal bone	left third metacarpal bone
FMA24470	BP9775	right fourth metacarpal bone	right fourth metacarpal bone	right fourth metacarpal bone
FMA24471	BP10196	left fourth metacarpal bone	left fourth metacarpal bone	left fourth metacarpal bone
FMA24472	BP10056	right fifth metacarpal bone	right fifth metacarpal bone	right fifth metacarpal bone
FMA24473	BP9543	left fifth metacarpal bone	left fifth metacarpal bone	left fifth metacarpal bone
FMA24474	BP10053	right femur	right femur	right femur
FMA24475	BP10115	left femur	left femur	left femur
FMA24477	BP9559	right tibia	right tibia	right tibia
FMA24478	BP10195	left tibia	left tibia	left tibia
FMA24480	BP9550	right fibula	right fibula	right fibula
FMA24481	BP9685	left fibula	left fibula	left fibula
FMA24482	BP9560	right talus	right talus	right talus
FMA24483	BP10186	left talus	left talus	left talus
FMA24486	BP9739	right patella	right patella	right patella
FMA24487	BP9728	left patella	left patella	left patella
FMA24497	BP10113	right calcaneus	right calcaneus	right calcaneus
FMA24498	BP9825	left calcaneus	left calcaneus	left calcaneus
FMA24500	BP10162	navicular bone of right foot	navicular bone of right foot	navicular bone of right foot
FMA24501	BP9866	navicular bone of left foot	navicular bone of left foot	navicular bone of left foot
FMA24507	BP9677	right first metatarsal bone	right first metatarsal bone	right first metatarsal bone
FMA24508	BP9649	left first metatarsal bone	left first metatarsal bone	left first metatarsal bone
FMA24509	BP9876	right second metatarsal bone	right second metatarsal bone	right second metatarsal bone
FMA24510	BP10052	left second metatarsal bone	left second metatarsal bone	left second metatarsal bone
FMA24511	BP9980	right third metatarsal bone	right third metatarsal bone	right third metatarsal bone
FMA24512	BP10076	left third metatarsal bone	left third metatarsal bone	left third metatarsal bone
FMA24513	BP10160	right fourth metatarsal bone	right fourth metatarsal bone	right fourth metatarsal bone
FMA24514	BP9814	left fourth metatarsal bone	left fourth metatarsal bone	left fourth metatarsal bone
FMA24515	BP9463	right fifth metatarsal bone	right fifth metatarsal bone	right fifth metatarsal bone
FMA24516	BP10214	left fifth metatarsal bone	left fifth metatarsal bone	left fifth metatarsal bone
FMA24521	BP9996	right medial cuneiform bone	right medial cuneiform bone	right medial cuneiform bone
FMA24522	BP9959	left medial cuneiform bone	left medial cuneiform bone	left medial cuneiform bone
FMA24523	BP10153	right intermediate cuneiform bone	right intermediate cuneiform bone	right intermediate cuneiform bone
FMA24524	BP9820	left intermediate cuneiform bone	left intermediate cuneiform bone	left intermediate cuneiform bone
FMA24525	BP9929	right lateral cuneiform bone	right lateral cuneiform bone	right lateral cuneiform bone
FMA24526	BP9717	left lateral cuneiform bone	left lateral cuneiform bone	left lateral cuneiform bone
FMA24528	BP10031	right cuboid bone	right cuboid bone	right cuboid bone
FMA24529	BP9828	left cuboid bone	left cuboid bone	left cuboid bone
FMA24728	BP9487	face	顔;カオ	がん;かお
FMA24816	BP9316	anterior chest	胸;ムネ	きょう;むね
FMA24866	BP9395	sternal part of chest	sternal part of chest	sternal part of chest
FMA24880	BP9410	right free upper limb	right free upper limb	right free upper limb
FMA24881	BP9440	left free upper limb	left free upper limb	left free upper limb
FMA24882	BP9466	right free lower limb	right free lower limb	right free lower limb
FMA24883	BP9295	left free lower limb	left free lower limb	left free lower limb
FMA24895	BP10198	right arm	right arm	right arm
FMA24896	BP9910	left arm	left arm	left arm
FMA24940	BP9409	right wrist	right wrist	right wrist
FMA24941	BP9505	left wrist	left wrist	left wrist
FMA24965	BP9955	right hip	right hip	right hip
FMA24966	BP10068	left hip	left hip	left hip
FMA24968	BP10054	right thigh	right thigh	right thigh
FMA24969	BP10116	left thigh	left thigh	left thigh
FMA24977	BP9742	right knee	right knee	right knee
FMA24978	BP9731	left knee	left knee	left knee
FMA24980	BP9551	right leg	right leg	right leg
FMA24981	BP9686	left leg	left leg	left leg
FMA25058	BP10171	intervertebral disk of axis	intervertebral disk of axis	intervertebral disk of axis
FMA25511	BP9766	intervertebral symphysis	intervertebral symphysis	intervertebral symphysis
FMA25558	BP7508	right lateral chest wall	right lateral chest wall	right lateral chest wall
FMA25559	BP9946	left lateral chest wall	left lateral chest wall	left lateral chest wall
FMA25571	BP10172	intervertebral symphysis of axis	intervertebral symphysis of axis	intervertebral symphysis of axis
FMA25572	BP10148	right bony pectoral girdle	right bony pectoral girdle	right bony pectoral girdle
FMA25573	BP10009	left bony pectoral girdle	left bony pectoral girdle	left bony pectoral girdle
FMA26078	BP10194	third cervical intervertebral symphysis	third cervical intervertebral symphysis	third cervical intervertebral symphysis
FMA26083	BP9924	fourth cervical intervertebral symphysis	fourth cervical intervertebral symphysis	fourth cervical intervertebral symphysis
FMA26084	BP9492	fifth cervical intervertebral symphysis	fifth cervical intervertebral symphysis	fifth cervical intervertebral symphysis
FMA26085	BP10188	sixth cervical intervertebral symphysis	sixth cervical intervertebral symphysis	sixth cervical intervertebral symphysis
FMA26086	BP9683	seventh cervical intervertebral symphysis	seventh cervical intervertebral symphysis	seventh cervical intervertebral symphysis
FMA26089	BP10176	first thoracic intervertebral symphysis	first thoracic intervertebral symphysis	first thoracic intervertebral symphysis
FMA26094	BP9816	second thoracic intervertebral symphysis	second thoracic intervertebral symphysis	second thoracic intervertebral symphysis
FMA26095	BP10095	third thoracic intervertebral symphysis	third thoracic intervertebral symphysis	third thoracic intervertebral symphysis
FMA26096	BP10224	fourth thoracic intervertebral symphysis	fourth thoracic intervertebral symphysis	fourth thoracic intervertebral symphysis
FMA26097	BP9871	fifth thoracic intervertebral symphysis	fifth thoracic intervertebral symphysis	fifth thoracic intervertebral symphysis
FMA26098	BP9890	sixth thoracic intervertebral symphysis	sixth thoracic intervertebral symphysis	sixth thoracic intervertebral symphysis
FMA26099	BP9770	seventh thoracic intervertebral symphysis	seventh thoracic intervertebral symphysis	seventh thoracic intervertebral symphysis
FMA26100	BP9995	eighth thoracic intervertebral symphysis	eighth thoracic intervertebral symphysis	eighth thoracic intervertebral symphysis
FMA26101	BP9917	ninth thoracic intervertebral symphysis	ninth thoracic intervertebral symphysis	ninth thoracic intervertebral symphysis
FMA26102	BP10129	tenth thoracic intervertebral symphysis	tenth thoracic intervertebral symphysis	tenth thoracic intervertebral symphysis
FMA26103	BP9338	eleventh thoracic intervertebral symphysis	eleventh thoracic intervertebral symphysis	eleventh thoracic intervertebral symphysis
FMA26105	BP10039	first lumbar intervertebral symphysis	first lumbar intervertebral symphysis	first lumbar intervertebral symphysis
FMA26106	BP9908	second lumbar intervertebral symphysis	second lumbar intervertebral symphysis	second lumbar intervertebral symphysis
FMA26107	BP9568	third lumbar intervertebral symphysis	third lumbar intervertebral symphysis	third lumbar intervertebral symphysis
FMA26108	BP9689	fourth lumbar intervertebral symphysis	fourth lumbar intervertebral symphysis	fourth lumbar intervertebral symphysis
FMA26109	BP9969	fifth lumbar intervertebral symphysis	fifth lumbar intervertebral symphysis	fifth lumbar intervertebral symphysis
FMA26572	BP9473	thoracic part of tracheobronchial tree	thoracic part of tracheobronchial tree	thoracic part of tracheobronchial tree
FMA26661	BP9472	right bronchial tree	right bronchial tree	right bronchial tree
FMA26662	BP9479	left bronchial tree	left bronchial tree	left bronchial tree
FMA31741	BP9521	middle lobe part of right bronchial tree	middle lobe part of right bronchial tree	middle lobe part of right bronchial tree
FMA31744	BP9526	upper lobe part of right bronchial tree	upper lobe part of right bronchial tree	upper lobe part of right bronchial tree
FMA31746	BP9478	upper lobe part of left bronchial tree	upper lobe part of left bronchial tree	upper lobe part of left bronchial tree
FMA31747	BP9470	lower lobe part of right bronchial tree	lower lobe part of right bronchial tree	lower lobe part of right bronchial tree
FMA31748	BP9554	lower lobe part of left bronchial tree	lower lobe part of left bronchial tree	lower lobe part of left bronchial tree
FMA32540	BP6962	right levator scapulae	right levator scapulae	right levator scapulae
FMA32541	BP9939	left levator scapulae	left levator scapulae	left levator scapulae
FMA32634	BP10191	proximal phalanx of right second toe	proximal phalanx of right second toe	proximal phalanx of right second toe
FMA32635	BP10137	proximal phalanx of left second toe	proximal phalanx of left second toe	proximal phalanx of left second toe
FMA32636	BP9947	proximal phalanx of right third toe	proximal phalanx of right third toe	proximal phalanx of right third toe
FMA32637	BP10004	proximal phalanx of left third toe	proximal phalanx of left third toe	proximal phalanx of left third toe
FMA32638	BP9698	proximal phalanx of right fourth toe	proximal phalanx of right fourth toe	proximal phalanx of right fourth toe
FMA32639	BP9715	proximal phalanx of left fourth toe	proximal phalanx of left fourth toe	proximal phalanx of left fourth toe
FMA32640	BP9762	proximal phalanx of right little toe	proximal phalanx of right little toe	proximal phalanx of right little toe
FMA32641	BP9863	proximal phalanx of left little toe	proximal phalanx of left little toe	proximal phalanx of left little toe
FMA32642	BP9798	middle phalanx of right second toe	middle phalanx of right second toe	middle phalanx of right second toe
FMA32643	BP9398	middle phalanx of left second toe	middle phalanx of left second toe	middle phalanx of left second toe
FMA32644	BP10119	middle phalanx of right third toe	middle phalanx of right third toe	middle phalanx of right third toe
FMA32645	BP9292	middle phalanx of left third toe	middle phalanx of left third toe	middle phalanx of left third toe
FMA32646	BP9858	middle phalanx of right fourth toe	middle phalanx of right fourth toe	middle phalanx of right fourth toe
FMA32647	BP10091	middle phalanx of left fourth toe	middle phalanx of left fourth toe	middle phalanx of left fourth toe
FMA32650	BP10230	distal phalanx of right big toe	distal phalanx of right big toe	distal phalanx of right big toe
FMA32651	BP10216	distal phalanx of left big toe	distal phalanx of left big toe	distal phalanx of left big toe
FMA32652	BP9786	distal phalanx of right second toe	distal phalanx of right second toe	distal phalanx of right second toe
FMA32653	BP9622	distal phalanx of left second toe	distal phalanx of left second toe	distal phalanx of left second toe
FMA32654	BP10092	distal phalanx of right third toe	distal phalanx of right third toe	distal phalanx of right third toe
FMA32655	BP9503	distal phalanx of left third toe	distal phalanx of left third toe	distal phalanx of left third toe
FMA32656	BP10218	distal phalanx of right fourth toe	distal phalanx of right fourth toe	distal phalanx of right fourth toe
FMA32657	BP9974	distal phalanx of left fourth toe	distal phalanx of left fourth toe	distal phalanx of left fourth toe
FMA32658	BP9914	distal phalanx of right little toe	distal phalanx of right little toe	distal phalanx of right little toe
FMA32659	BP9986	distal phalanx of left little toe	distal phalanx of left little toe	distal phalanx of left little toe
FMA33642	BP10145	right shoulder	right shoulder	right shoulder
FMA33644	BP10226	pectoral part of right pectoral girdle	pectoral part of right pectoral girdle	pectoral part of right pectoral girdle
FMA33645	BP9387	pectoral part of left pectoral girdle	pectoral part of left pectoral girdle	pectoral part of left pectoral girdle
FMA33646	BP10149	scapular part of right pectoral girdle	scapular part of right pectoral girdle	scapular part of right pectoral girdle
FMA33647	BP9862	scapular part of left pectoral girdle	scapular part of left pectoral girdle	scapular part of left pectoral girdle
FMA37666	BP10120	left coracobrachialis	left coracobrachialis	left coracobrachialis
FMA37669	BP9909	left brachialis	left brachialis	left brachialis
FMA37705	BP6988	right anconeus	right anconeus	right anconeus
FMA37706	BP10075	left anconeus	left anconeus	left anconeus
FMA40120	BP6722	flexor retinaculum of right wrist	flexor retinaculum of right wrist	flexor retinaculum of right wrist
FMA40121	BP9579	flexor retinaculum of left wrist	flexor retinaculum of left wrist	flexor retinaculum of left wrist
FMA43253	BP9970	proximal phalanx of right big toe	proximal phalanx of right big toe	proximal phalanx of right big toe
FMA43254	BP9891	proximal phalanx of left big toe	proximal phalanx of left big toe	proximal phalanx of left big toe
FMA43895	BP6920	posterior tibial artery	後脛骨動脈	こうけいこつどうみゃく
FMA43896	BP6900	right anterior tibial artery	right anterior tibial artery	right anterior tibial artery
FMA43897	BP6846	left anterior tibial artery	left anterior tibial artery	left anterior tibial artery
FMA43898	BP6909	right posterior tibial artery	right posterior tibial artery	right posterior tibial artery
FMA43899	BP6835	left posterior tibial artery	left posterior tibial artery	left posterior tibial artery
FMA43916	BP6901	right dorsalis pedis artery	right dorsalis pedis artery	right dorsalis pedis artery
FMA43917	BP6847	left dorsalis pedis artery	left dorsalis pedis artery	left dorsalis pedis artery
FMA43929	BP6913	right medial plantar artery	right medial plantar artery	right medial plantar artery
FMA43930	BP6836	left medial plantar artery	left medial plantar artery	left medial plantar artery
FMA43931	BP6910	right lateral plantar artery	right lateral plantar artery	right lateral plantar artery
FMA43932	BP6838	left lateral plantar artery	left lateral plantar artery	left lateral plantar artery
FMA43937	BP6914	right superficial medial plantar artery	right superficial medial plantar artery	right superficial medial plantar artery
FMA43938	BP6837	left superficial medial plantar artery	left superficial medial plantar artery	left superficial medial plantar artery
FMA43943	BP6912	right plantar arch	right plantar arch	right plantar arch
FMA43944	BP6840	left plantar arch	left plantar arch	left plantar arch
FMA43956	BP6921	plantar metatarsal artery	plantar metatarsal artery	plantar metatarsal artery
FMA45621	BP9366	pulmonary vascular system	pulmonary vascular system	pulmonary vascular system
FMA45623	BP9302	systemic arterial system	systemic arterial system	systemic arterial system
FMA45626	BP9321	systemic venous system	systemic venous system	systemic venous system
FMA45628	BP9335	portal venous system	portal venous system	portal venous system
FMA45659	BP9804	lower urinary tract	lower urinary tract	lower urinary tract
FMA45662	BP9360	lower respiratory tract	lower respiratory tract	lower respiratory tract
FMA45842	BP9415	pulmonary arterial tree	pulmonary arterial tree	pulmonary arterial tree
FMA45847	BP9462	portal venous tree	portal venous tree	portal venous tree
FMA45874	BP6970	abdominal part of right pectoralis major	abdominal part of right pectoralis major	abdominal part of right pectoralis major
FMA45875	BP9381	abdominal part of left pectoralis major	abdominal part of left pectoralis major	abdominal part of left pectoralis major
FMA46448	BP10515	frontal part of head	frontal part of head	frontal part of head
FMA46472	BP9662	nose	鼻;ハナ|鼻	び,はな
FMA46565	BP9486	skull	頭蓋;ズガイ	とうがい;ずがい
FMA46728	BP10107	right levator veli palatini	right levator veli palatini	right levator veli palatini
FMA46729	BP9723	left levator veli palatini	left levator veli palatini	left levator veli palatini
FMA46731	BP9807	right tensor veli palatini	right tensor veli palatini	right tensor veli palatini
FMA46732	BP10150	left tensor veli palatini	left tensor veli palatini	left tensor veli palatini
FMA46733	BP10165	uvular muscle	口蓋垂筋	こうがいすいきん
FMA49044	BP7415	right superior rectus	right superior rectus	right superior rectus
FMA49045	BP7378	left superior rectus	left superior rectus	left superior rectus
FMA49046	BP7427	right inferior rectus	right inferior rectus	right inferior rectus
FMA49047	BP7384	left inferior rectus	left inferior rectus	left inferior rectus
FMA49048	BP7413	right levator palpebrae superioris	right levator palpebrae superioris	right levator palpebrae superioris
FMA49049	BP7377	left levator palpebrae superioris	left levator palpebrae superioris	left levator palpebrae superioris
FMA49050	BP7428	right inferior oblique	right inferior oblique	right inferior oblique
FMA49051	BP7385	left inferior oblique	left inferior oblique	left inferior oblique
FMA49052	BP7416	right superior oblique	right superior oblique	right superior oblique
FMA49053	BP7379	left superior oblique	left superior oblique	left superior oblique
FMA49054	BP7420	right lateral rectus	right lateral rectus	right lateral rectus
FMA49055	BP7383	left lateral rectus	left lateral rectus	left lateral rectus
FMA49056	BP7417	right medial rectus	right medial rectus	right medial rectus
FMA49057	BP7380	left medial rectus	left medial rectus	left medial rectus
FMA49177	BP9481	upper gastrointestinal tract	upper gastrointestinal tract	upper gastrointestinal tract
FMA49179	BP9353	lower gastrointestinal tract	lower gastrointestinal tract	lower gastrointestinal tract
FMA49184	BP9620	mouth	口;クチ|口部	こうぶ
FMA49187	BP10181	occipital part of head	後頭|後頭	こうとう
FMA49207	BP9599	wall of inflow part of right ventricle	wall of inflow part of right ventricle	wall of inflow part of right ventricle
FMA49214	BP9856	wall of inflow part of left ventricle	wall of inflow part of left ventricle	wall of inflow part of left ventricle
FMA49869	BP7708	right ophthalmic artery	right ophthalmic artery	right ophthalmic artery
FMA49870	BP10154	left ophthalmic artery	left ophthalmic artery	left ophthalmic artery
FMA49894	BP9300	systemic arterial tree	systemic arterial tree	systemic arterial tree
FMA49911	BP9407	right inferior pulmonary vein	右下肺静脈	うかはいじょうみゃく
FMA49913	BP9712	left inferior pulmonary vein	左下肺静脈;下左肺静脈	さかはいじょうみゃく;かさはいじょうみゃく
FMA49914	BP9365	right superior pulmonary vein	右上肺静脈;上右肺静脈	うじょうはいじょうみゃく;じょうふはいじょうみゃく
FMA49916	BP9499	left superior pulmonary vein	左上肺静脈;上左肺静脈	さじょうはいじょうみゃく;じょうさはいじょうみゃく
FMA50029	BP9915	right anterior cerebral artery	right anterior cerebral artery	right anterior cerebral artery
FMA50030	BP10243	left anterior cerebral artery	left anterior cerebral artery	left anterior cerebral artery
FMA50039	BP9299	right coronary artery	右冠状動脈	うかんじょうどうみゃく
FMA50040	BP9549	left coronary artery	左冠状動脈	さかんじょうどうみゃく
FMA50060	BP9384	chest wall	chest wall	chest wall
FMA50061	BP9383	superficial chest wall	superficial chest wall	superficial chest wall
FMA50063	BP9385	anterior superficial chest wall	anterior superficial chest wall	anterior superficial chest wall
FMA50071	BP7507	right lateral superficial chest wall	right lateral superficial chest wall	right lateral superficial chest wall
FMA50072	BP9945	left lateral superficial chest wall	left lateral superficial chest wall	left lateral superficial chest wall
FMA50082	BP9813	right middle cerebral artery	right middle cerebral artery	right middle cerebral artery
FMA50085	BP7710	right posterior communicating artery	right posterior communicating artery	right posterior communicating artery
FMA50086	BP9658	left posterior communicating artery	left posterior communicating artery	left posterior communicating artery
FMA50088	BP7693	right anterior choroidal artery	right anterior choroidal artery	right anterior choroidal artery
FMA50089	BP9875	left anterior choroidal artery	left anterior choroidal artery	left anterior choroidal artery
FMA50169	BP6762	anterior communicating artery	前交通動脈	ぜんこうつうどうみゃく
FMA50308	BP9529	coronary sinus tree	coronary sinus tree	coronary sinus tree
FMA50366	BP7706	sphenoid part of right middle cerebral artery	sphenoid part of right middle cerebral artery	sphenoid part of right middle cerebral artery
FMA50377	BP9812	anterolateral central branch of right middle cerebral artery	anterolateral central branch of right middle cerebral artery	anterolateral central branch of right middle cerebral artery
FMA50454	BP9515	cerebral arterial circle	大脳動脈輪	だいのうどうみゃくりん
FMA50519	BP7709	right posterior inferior cerebellar artery	right posterior inferior cerebellar artery	right posterior inferior cerebellar artery
FMA50520	BP9322	left posterior inferior cerebellar artery	left posterior inferior cerebellar artery	left posterior inferior cerebellar artery
FMA50532	BP7692	right anterior spinal artery	right anterior spinal artery	right anterior spinal artery
FMA50542	BP9431	basilar artery	脳底動脈	のうていどうみゃく
FMA50544	BP10073	anterior inferior cerebellar artery	前下小脳動脈	ぜんかしょうのうどうみゃく
FMA50561	BP7704	right pontine artery	right pontine artery	right pontine artery
FMA50562	BP9707	left pontine artery	left pontine artery	left pontine artery
FMA50566	BP7705	medial branch of right pontine artery	medial branch of right pontine artery	medial branch of right pontine artery
FMA50567	BP9706	medial branch of left pontine artery	medial branch of left pontine artery	medial branch of left pontine artery
FMA50568	BP7703	lateral branch of right pontine artery	lateral branch of right pontine artery	lateral branch of right pontine artery
FMA50569	BP10005	lateral branch of left pontine artery	lateral branch of left pontine artery	lateral branch of left pontine artery
FMA50574	BP7713	right superior cerebellar artery	right superior cerebellar artery	right superior cerebellar artery
FMA50575	BP10235	left superior cerebellar artery	left superior cerebellar artery	left superior cerebellar artery
FMA50584	BP7696	right posterior cerebral artery	right posterior cerebral artery	right posterior cerebral artery
FMA50585	BP9430	left posterior cerebral artery	left posterior cerebral artery	left posterior cerebral artery
FMA50639	BP7712	precommunicating part of right posterior cerebral artery	precommunicating part of right posterior cerebral artery	precommunicating part of right posterior cerebral artery
FMA50640	BP9514	precommunicating part of left posterior cerebral artery	precommunicating part of left posterior cerebral artery	precommunicating part of left posterior cerebral artery
FMA50643	BP7695	right lateral occipital artery	right lateral occipital artery	right lateral occipital artery
FMA50644	BP9702	left lateral occipital artery	left lateral occipital artery	left lateral occipital artery
FMA50645	BP7701	right medial occipital artery	right medial occipital artery	right medial occipital artery
FMA50646	BP9797	left medial occipital artery	left medial occipital artery	left medial occipital artery
FMA50658	BP7715	right posterior choroidal artery	right posterior choroidal artery	right posterior choroidal artery
FMA50659	BP10164	left posterior choroidal artery	left posterior choroidal artery	left posterior choroidal artery
FMA50664	BP7711	right thalamoperforating artery	right thalamoperforating artery	right thalamoperforating artery
FMA50665	BP9429	left thalamoperforating artery	left thalamoperforating artery	left thalamoperforating artery
FMA50670	BP7699	right thalamogeniculate artery	right thalamogeniculate artery	right thalamogeniculate artery
FMA50671	BP10043	left thalamogeniculate artery	left thalamogeniculate artery	left thalamogeniculate artery
FMA50672	BP7714	right posterior medial choroidal artery	right posterior medial choroidal artery	right posterior medial choroidal artery
FMA50673	BP10163	left posterior medial choroidal artery	left posterior medial choroidal artery	left posterior medial choroidal artery
FMA50678	BP7694	anterior temporal branch of right lateral occipital artery	anterior temporal branch of right lateral occipital artery	anterior temporal branch of right lateral occipital artery
FMA50679	BP10014	anterior temporal branch of left lateral occipital artery	anterior temporal branch of left lateral occipital artery	anterior temporal branch of left lateral occipital artery
FMA50680	BP7702	middle temporal branch of right lateral occipital artery	middle temporal branch of right lateral occipital artery	middle temporal branch of right lateral occipital artery
FMA50681	BP10104	middle temporal branch of left lateral occipital artery	middle temporal branch of left lateral occipital artery	middle temporal branch of left lateral occipital artery
FMA50684	BP7700	right splenial artery	right splenial artery	right splenial artery
FMA50685	BP9900	left splenial artery	left splenial artery	left splenial artery
FMA50735	BP9461	hepatic portal vein	門脈;門静脈;肝門脈	もんみゃく;かんじょうみゃく;かんもんみゃく
FMA50737	BP9380	celiac artery	腹腔動脈	ふくくうどうみゃく
FMA50801	BP6687	brain	脳	のう
FMA50872	BP9427	right pulmonary artery	右肺動脈	うはいどうみゃく
FMA50873	BP9414	left pulmonary artery	左肺動脈	さはいどうみゃく
FMA51044	BP6716	fascia lata of right thigh	fascia lata of right thigh	fascia lata of right thigh
FMA51045	BP10016	fascia lata of left thigh	fascia lata of left thigh	fascia lata of left thigh
FMA52734	BP9668	frontal bone	前頭骨	ぜんとうこつ
FMA52735	BP10180	occipital bone	後頭骨	こうとうこつ
FMA52736	BP9806	sphenoid bone	蝶形骨	ちょうけいこつ
FMA52738	BP10032	right temporal bone	right temporal bone	right temporal bone
FMA52739	BP9536	left temporal bone	left temporal bone	left temporal bone
FMA52740	BP10084	ethmoid	篩骨	しこつ
FMA52748	BP9617	mandible	下顎骨	かがくこつ
FMA52749	BP10003	hyoid bone	舌骨	ぜつこつ
FMA52788	BP10121	right parietal bone	right parietal bone	right parietal bone
FMA52789	BP10199	left parietal bone	left parietal bone	left parietal bone
FMA52801	BP10085	basicranium	頭蓋底	とうがいてい,ずがいてい
FMA52892	BP9965	right zygomatic bone	right zygomatic bone	right zygomatic bone
FMA52893	BP9801	left zygomatic bone	left zygomatic bone	left zygomatic bone
FMA53082	BP7091	right orbit	right orbit	right orbit
FMA53083	BP7106	left orbit	left orbit	left orbit
FMA53637	BP9966	right cheek	right cheek	right cheek
FMA53638	BP9802	left cheek	left cheek	left cheek
FMA53645	BP9936	right lacrimal bone	right lacrimal bone	right lacrimal bone
FMA53646	BP9614	left lacrimal bone	left lacrimal bone	left lacrimal bone
FMA53647	BP10124	right nasal bone	right nasal bone	right nasal bone
FMA53648	BP9837	left nasal bone	left nasal bone	left nasal bone
FMA53649	BP9705	right maxilla	right maxilla	right maxilla
FMA53650	BP10118	left maxilla	left maxilla	left maxilla
FMA53655	BP9748	right palatine bone	right palatine bone	right palatine bone
FMA53656	BP9484	left palatine bone	left palatine bone	left palatine bone
FMA53672	BP9537	neurocranium	脳頭蓋;神経頭蓋	のうとうがい;しんけいとうがい
FMA53673	BP9485	viscerocranium	内臓頭蓋;顔面頭蓋	ないぞうとうがい;がんめんとうがい
